global_step,parameters/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,time/fps,train/explained_variance,_runtime,robot/height,curriculum/current_phase,parameters/value_net.weight,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,parameters/mlp_extractor.value_net.2.bias,train/clip_range,robot/velocity_ms,rollout/ep_rew_mean,gradients/action_net.weight,gradients/mlp_extractor.policy_net.2.weight,gradients/action_net.bias,gradients/mlp_extractor.value_net.0.bias,train/value_loss,parameters/action_net.bias,parameters/mlp_extractor.value_net.0.bias,train/approx_kl,train/loss,gradients/mlp_extractor.policy_net.0.weight,train/std,parameters/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,robot/total_distance,_step,gradients/log_std,parameters/mlp_extractor.policy_net.2.weight,train/policy_gradient_loss,parameters/mlp_extractor.value_net.2.weight,_timestamp,gradients/value_net.bias,gradients/value_net.weight,gradients/mlp_extractor.value_net.2.bias,robot/x_position,parameters/log_std,train/learning_rate,parameters/mlp_extractor.policy_net.0.bias,gradients/mlp_extractor.value_net.0.weight,parameters/action_net.weight,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,parameters/value_net.bias
23924736.0,,,,,33132.216065347,,,,,,,,,,,,,,,,,,,,,0.045446508,,,,210264,,,,,1761541255.5879164,,,,,,,,,,,,
24135680.0,,,,,33422.441877268,,,,,,,,0.2,,,,,,,,,,,,,,,,,212112,,,,,1761541546.5744522,,,,,,,,,,,,
24141824.0,,,,,33427.446898115,,,,,,,,,,,,,,,,,,,,,,,,,212160,,,,,1761541555.0938911,,,,0.1961614,,,,,,,,
24168448.0,,,,,33467.478659969,,,,,,,,0.2,,,,,,,,,,,,,,,,,212400,,,,,1761541591.9275389,,,,,,,,,,,,
24180736.0,,,,,33482.49042469,,,,,,,,,,,,,,,,,,,,,,,,,212502,,,,,1761541608.958125,,,,0.23060462,,,,,,,,
24182784.0,,,,,33487.493708112,,,,,,,,,,137488.34,,,,,,,,,,,,,,,212522,,,,,1761541611.8064222,,,,,,,,,,,,
24244224.0,,,,,33572.558965033,,,,,,,,,,,,,,,,,,,-0.03665062,,,,,,213070,,,,,1761541696.6694088,,,,,,,,,,,,
24293376.0,,,,,33637.608039558,,,,,,1000.0,,,,,,,,,,,,,,,,,,,213493,,,,,1761541764.632237,,,,,,,,,,,,
24412160.0,,,,,33802.736398351,,,,,,,,,-0.07496177,,,,,,,,,,,,,,,,214535,,,,,1761541929.1035628,,,,,,,,,,,,
24449024.0,,,,,33852.77643147,,,,,,,,,,,,,,,,,,,,,,,,,214869,,,,,1761541979.9031038,,,,,,0.0003,,,,,,
24506368.0,,,722.0,,33932.837183048,,,,,,,,,,,,,,,,,,,,,,,,,215367,,,,,1761542059.1170352,,,,,,,,,,,,
24518656.0,,,,,33947.85095984,,,,,,,,,,,,,,,,,,,,,,,,,215481,,,,,1761542076.0530703,,,,,,0.0003,,,,,,
24559616.0,,,,,34007.89641184,,,,,,,,,0.105997466,,,,,,,,,,,,,,,,215831,,,,,1761542132.501125,,,,,,,,,,,,
24662016.0,,,,,34148.00413329,,,,13.573712,,,,,,,,,,,,,,,,,,,,,216739,,,,,1761542274.2086923,,,,,,,,,,,,
24717312.0,,,,,34223.064945649,,,,,,,,,,,,,,,0.0014017946,,,,,,,,,,217231,,,,,1761542350.789496,,,,,,,,,,,,
24815616.0,,,,,34363.171602893,,,,,,,,,,,,,,,,,,,,,,,,5.455625,218080,,,,,1761542486.6413517,,,,,,,,,,,,
24915968.0,,,,,34498.277517948,,0.0,,,,,,,,,,,,,,,,,,,,,,,218960,,,,,1761542625.6485314,,,,,,,,,,,,
24938496.0,,,722.0,,34533.307891303,,,,,,,,,,,,,,,,,,,,,,,,,219165,,,,,1761542656.678251,,,,,,,,,,,,
24948736.0,,,,,34543.314607401,,,,,,,,,,,,,,,,,,,,,,,,,219261,,,,,1761542670.744858,,,,,,0.0003,,,,,,
25120768.0,,,,,34783.499149965,,,,,,,,,,,,,,,,,,,,,,,,,220764,,,,,1761542909.0365038,,,,-0.21870372,,,,,,,,
25169920.0,,,,,34853.550948563,,,,,,,,,-0.0027479173,,,,,,,,,,,,,,,,221195,,,,,1761542977.1967216,,,,,,,,,,,,
25171968.0,,,,,34853.551329869,,0.0,,,,,,,,,,,,,,,,,,,,,,,221210,,,,,1761542980.0154378,,,,,,,,,,,,
25233408.0,,,,,34938.615832601,,,,,0.5577148,,,,,,,,,,,,,,,,,,,,221759,,,,,1761543064.996942,,,,,,,,,,,,
25251840.0,,,,,34963.635078725,,,,,,1000.0,,,,,,,,,,,,,,,,,,,221917,,,,,1761543090.425058,,,,,,,,,,,,
25262080.0,,,,0.9595686,34978.645962941,,,,,,,,,,,,,,,,,,,,,,,,,222014,,,,,1761543104.6121557,,,,,,,,,,,,
25264128.0,,,,,34983.648178088,,,,,,,,,,,,,,,,,,0.12650028,,,,,,,222028,,,,,1761543107.4632332,,,,,,,,,,,,
25307136.0,,,,,35038.693168975,,,,,,,,,,166377.67,,,,,,,,,,,,,,,222404,,,,,1761543166.5802543,,,,,,,,,,,,
25399296.0,,,,,35168.799147254,,,,,,,,,,,,,,,0.006030791,,,,,,,,,,223225,,,,,1761543293.9294484,,,,,,,,,,,,
25403392.0,,,,0.9941258,35173.803101956,,,,,,,,,,,,,,,,,,,,,,,,,223256,,,,,1761543299.5932043,,,,,,,,,,,,
25405440.0,,,,,35178.807011177,,,,,,,,,,,,,,,,,,,,,,,,2.4438543,223264,,,,,1761543302.4273882,,,,,,,,,,,,
25456640.0,,,,0.99215335,35248.862702759,,,,,,,,,,,,,,,,,,,,,,,,,223724,,,,,1761543373.7371159,,,,,,,,,,,,
25497600.0,,,,,35303.903442124,,,,,,,,,,,,,,,,,,,,,,,,0.7160271,224074,,,,,1761543430.7207088,,,,,,,,,,,,
25538560.0,,,,,35363.951949133,,,,,,,,,-0.013793244,,,,,,,,,,,,,,,,224435,,,,,1761543487.345185,,,,,,,,,,,,
25552896.0,,,,,35378.965404434,,,,,,,,,,,,,,,0.00888591,,,,,,,,,,224575,,,,,1761543507.2609134,,,,,,,,,,,,
25581568.0,,,,,35418.997177217,,,,,,,,,,,,,,,,,,,,,,,,,224823,,,,,1761543547.1694634,,,,,,0.0003,,,,,,
25581568.0,,,,,35418.99727363,,,,,,,,,,,,,,,0.0050547738,,,,,,,,,,224827,,,,,1761543547.1723711,,,,,,,,,,,,
25600000.0,,,,,35449.0197071,,,,,,,,,-10.176261,,,,,,,,,,,,,,,,224975,,,,,1761543572.8149369,,,,,,,,,,,,
25686016.0,,,,,35564.112141683,,,,,,,,,,,,,,,,,,,,,,,,,225741,,,,,1761543691.8413467,,,,,,0.0003,,,,,,
25741312.0,,,,,35644.175447285,,,,,,,,0.2,,,,,,,,,,,,,,,,,226224,,,,,1761543768.4560556,,,,,,,,,,,,
25745408.0,,,,,35649.178756009,,,,,,1000.0,,,,,,,,,,,,,,,,,,,226255,,,,,1761543774.1303184,,,,,,,,,,,,
25786368.0,,,,,35704.222346018,,,,,,,,,-0.12305691,,,,,,,,,,,,,,,,226613,,,,,1761543830.9145894,,,,,,,,,,,,
25804800.0,,,,,35729.245768125,,,,,,,,0.2,,,,,,,,,,,,,,,,,226782,,,,,1761543856.5639625,,,,,,,,,,,,
25976832.0,,,,,35969.431190612,,,,,,,,,0.000250833,,,,,,,,,,,,,,,,228287,,,,,1761544095.0149736,,,,,,,,,,,,
26134528.0,,,,,36189.598895053,,,,14.031358,,,,,,,,,,,,,,,,,,,,,229681,,,,,1761544313.4504898,,,,,,,,,,,,
26193920.0,,,,,36269.659731669,,,,,,,,,,,,,,,,,,,,,,,,,230196,,,,,1761544396.1888924,,,,-0.28817508,,,,,,,,
26329088.0,,,,,36459.811229134,,,,,,,,0.2,,,,,,,,,,,,,,,,,231390,,,,,1761544584.0179145,,,,,,,,,,,,
26370048.0,,,,,36514.852839593,,,,,,,,0.2,,,,,,,,,,,,,,,,,231750,,,,,1761544640.9409752,,,,,,,,,,,,
26380288.0,,,,,36529.863303954,,,,,,,,,,,,,,,0.015991021,,,,,,,,,,231847,,,,,1761544655.1262507,,,,,,,,,,,,
26394624.0,,,,,36549.87729147,,,,14.166427,,,,,,,,,,,,,,,,,,,,,231967,,,,,1761544675.049655,,,,,,,,,,,,
26470400.0,,,722.0,,36654.953724845,,,,,,,,,,,,,,,,,,,,,,,,,232629,,,,,1761544780.0398319,,,,,,,,,,,,
26484736.0,,,,,36674.96836851,,,,,,,,,,,,,,,,,,,,,,,,,232752,,,,,1761544799.7677739,,,,-0.22749715,,,,,,,,
26576896.0,,,,,36800.067943971,,,,,,,,,,182241.9,,,,,,,,,,,,,,,233564,,,,,1761544927.3488302,,,,,,,,,,,,
26605568.0,,,,,36840.099393295,,,,,0.41552734,,,,,,,,,,,,,,,,,,,,233819,,,,,1761544967.0872293,,,,,,,,,,,,
26685440.0,,,,,36950.186183521,,,,,,,,,,,,,,,,,,,,,,,,,234525,,,,,1761545077.3361883,,,,,,0.0003,,,,,,
26732544.0,,,,,37015.233193581,,,,,,,,,,,,,,,,,,,,,,,,,234939,,,,,1761545142.1510353,,,,,,0.0003,,,,,,
26781696.0,,,,,37085.288483307,,,,,,,,0.2,,,,,,,,,,,,,,,,,235368,,,,,1761545210.2513373,,,,,,,,,,,,
26787840.0,,,,,37095.298122951,,,,,,,,,,,,,,,,,,,,,,,,,235427,,,-0.0071115503,,1761545218.683424,,,,,,,,,,,,
26814464.0,,,,,37130.324552028,,,,,,1000.0,,,,,,,,,,,,,,,,,,,235651,,,,,1761545255.5237563,,,,,,,,,,,,
26822656.0,,,,0.9963614,37140.334183423,,,,,,,,,,,,,,,,,,,,,,,,,235730,,,,,1761545266.8389657,,,,,,,,,,,,
26908672.0,,,,,37260.42610093,,,,,0.44643554,,,,,,,,,,,,,,,,,,,,236483,,,,,1761545385.695849,,,,,,,,,,,,
26933248.0,,,,0.9982896,37295.452504646,,,,,,,,,,,,,,,,,,,,,,,,,236702,,,,,1761545419.8696856,,,,,,,,,,,,
27047936.0,,,,,37450.568890473,,,,,,,,,,,,,,,,,,,,,0.039673373,,,,237714,,,,,1761545578.3591416,,,,,,,,,,,,
27154432.0,,,,,37600.688162266,,,,,,,,,,,,,,,,,,,,,,,,0.53884864,238636,,,,,1761545726.1529615,,,,,,,,,,,,
27201536.0,,,,,37665.740358351,,,,,,,,,,,,,,,0.0016303939,,,,,,,,,,239065,,,,,1761545791.2374847,,,,,,,,,,,,
27285504.0,,,,,37780.832370834,,,,,,,,,,,,,,,0.0011036637,,,,,,,,,,239803,,,,,1761545907.9645712,,,,,,,,,,,,
27314176.0,,,,,37820.860609737,,,,,,,,,,,,,,,,,,0.21537551,,,,,,,240046,,,,,1761545947.8549986,,,,,,,,,,,,
27445248.0,,,,,38006.001044931,,,,,,,,,,,,,,,,,,,,,0.038090114,,,,241206,,,,,1761546129.887349,,,,,,,,,,,,
27480064.0,,,,,38051.036634359,,,,,,,,,,,,,,,,,,0.3805424,,,,,,,241504,,,,,1761546178.146052,,,,,,,,,,,,
27496448.0,,,,,38076.056506662,,,,,,,,,,,,,,,,,,,,,0.037894532,,,,241656,,,,,1761546200.8477454,,,,,,,,,,,,
27566080.0,,,,,38171.13015649,,,,,,,,,,,,,,,,,,,,,0.037830345,,,,242268,,,,,1761546297.4793065,,,,,,,,,,,,
27617280.0,,,,,38241.181304905,,,,,,,,,,,,,,,,,,,,,0.037664898,,,,242718,,,,,1761546368.7847304,,,,,,,,,,,,
27820032.0,,,722.0,,38526.400933486,,,,,,,,,,,,,,,,,,,,,,,,,244491,,,,,1761546650.3184288,,,,,,,,,,,,
27830272.0,,,,,38536.40907616,0.12852582,,,,,,,,,,,,,,,,,,,,,,,,244575,,,,,1761546664.4682446,,,,,,,,,,,,
27947008.0,,,,0.8488493,38701.535826029,,,,,,,,,,,,,,,,,,,,,,,,,245612,,,,,1761546826.3039489,,,,,,,,,,,,
28129280.0,,,,,38951.732420427,,,,,,,,0.2,,,,,,,,,,,,,,,,,247212,,,,,1761547078.7591155,,,,,,,,,,,,
28133376.0,,,,,38956.734589606,,,,,,,,,,,,,,,0.0031040206,,,,,,,,,,247255,,,,,1761547084.362506,,,,,,,,,,,,
28143616.0,,,,,38971.745558486,,,,,,,,,,118270.77,,,,,,,,,,,,,,,247334,,,,,1761547098.39611,,,,,,,,,,,,
28327936.0,,,,,39226.947727778,,,,,,,,,,,,,,,,,,,,,,,,7.192278,248950,,,,,1761547353.2039673,,,,,,,,,,,,
28491776.0,,,,,39452.274341967,,,,,,,,,,,,,,,,,,,,,,,,,250401,,,,,1761547579.52163,,,,,,0.0003,,,,,,
28557312.0,,,722.0,,39547.198945885,,,,,,,,,,,,,,,,,,,,,,,,,250971,,,,,1761547670.7230625,,,,,,,,,,,,
28616704.0,,,722.0,,39627.259796374,,,,,,,,,,,,,,,,,,,,,,,,,251493,,,,,1761547753.0809083,,,,,,,,,,,,
28719104.0,,,,,39767.367597044,,,,,,,,,0.022050614,,,,,,,,,,,,,,,,252389,,,,,1761547894.551542,,,,,,,,,,,,
28811264.0,,,,,39897.470145519,,,,,,,,,,62286.58,,,,,,,,,,,,,,,253202,,,,,1761548022.1555562,,,,,,,,,,,,
28831744.0,,,,,39922.492463427,,,,,,,,,,,,,,,0.0054800194,,,,,,,,,,253393,,,,,1761548050.378074,,,,,,,,,,,,
28858368.0,,,,,39962.521368382,,,,16.001547,,,,,,,,,,,,,,,,,,,,,253621,,,,,1761548087.0382662,,,,,,,,,,,,
29036544.0,,,,,40207.710738919,,,,,0.46660155,,,,,,,,,,,,,,,,,,,,255185,,,,,1761548332.7709806,,,,,,,,,,,,
29642752.0,,,,,41043.343538706,,,,,,,,,,,,,,,4.527005e-05,,,,,,,,,,260521,,,,,1761549170.967872,,,,,,,,,,,,
29652992.0,,,,,41058.353731669,,,,,,,,,,,,,,,,,,,,,,,,,260609,,,-0.021913422,,1761549185.2447164,,,,,,,,,,,,
29835264.0,,,,,41313.555326388,,,,16.340607,,,,,,,,,,,,,,,,,,,,,262207,,,,,1761549438.23598,,,,,,,,,,,,
29837312.0,,,,,41313.555903593,,,,,0.3963379,,,,,,,,,,,,,,,,,,,,262223,,,,,1761549441.067966,,,,,,,,,,,,
29890560.0,,,,,41388.620009125,,,,,,,,,,,,,,,0.0013053112,,,,,,,,,,262699,,,,,1761549514.7771213,,,,,,,,,,,,
29947904.0,,,,,41468.679842313,,,,,,,,,,,,,,,,,,,,,,,,,263190,,,,,1761549594.3422914,,,,6.834437,,,,,,,,
29954048.0,,,,0.938338,41478.687904748,,,,,,,,,,,,,,,,,,,,,,,,,263252,,,,,1761549602.9043367,,,,,,,,,,,,
30007296.0,,,,,41548.743597117,,0.0,,,,,,,,,,,,,,,,,,,,,,,263708,,,,,1761549676.7896163,,,,,,,,,,,,
30081024.0,,,,,41653.823443179,,,,,,,,0.2,,,,,,,,,,,,,,,,,264366,,,,,1761549779.1973317,,,,,,,,,,,,
30091264.0,,,,,41668.835650758,,,,,,,,,,,,,,,0.00086419977,,,,,,,,,,264463,,,,,1761549793.2945025,,,,,,,,,,,,
30185472.0,,,,,41798.934356985,,,,,,,,,,,,,,,0.00052939105,,,,,,,,,,265291,,,,,1761549923.115683,,,,,,,,,,,,
30205952.0,,,,,41823.955837211,,,,,,,,,-0.009901664,,,,,,,,,,,,,,,,265457,,,,,1761549951.4308164,,,,,,,,,,,,
30224384.0,,,,,41848.975748671,,,,,,,,,,,,,,,,,,,,,0.031064246,,,,265632,,,,,1761549976.8133142,,,,,,,,,,,,
30294016.0,,,,,41949.05046046,,,,,,,,,,,,,,,,,,,,,0.030843034,,,,266244,,,,,1761550072.7916858,,,,,,,,,,,,
30343168.0,,,,,42014.099517801,,,,,,,,,0.016251246,,,,,,,,,,,,,,,,266663,,,,,1761550140.7819026,,,,,,,,,,,,
30343168.0,,,,,42014.100456057,,,,,0.45375976,,,,,,,,,,,,,,,,,,,,266669,,,,,1761550140.7819722,,,,,,,,,,,,
30347264.0,,,,,42019.103232464,,,,,,,,,-0.0118596535,,,,,,,,,,,,,,,,266699,,,,,1761550146.4724588,,,,,,,,,,,,
30416896.0,,,,,42114.17515375,,,,,,,,,,9645.893,,,,,,,,,,,,,,,267314,,,,,1761550242.3063235,,,,,,,,,,,,
30474240.0,,,,,42194.235354823,0.06421145,,,,,,,,,,,,,,,,,,,,,,,,267813,,,,,1761550321.2253854,,,,,,,,,,,,
30490624.0,,,722.0,,42219.25468274,,,,,,,,,,,,,,,,,,,,,,,,,267963,,,,,1761550343.5881007,,,,,,,,,,,,
30500864.0,,,,,42234.26643868,,,,,,,,,0.026573634,,,,,,,,,,,,,,,,268049,,,,,1761550357.8041637,,,,,,,,,,,,
30564352.0,,,,,42319.33669941,,0.0,,,,,,,,,,,,,,,,,,,,,,,268604,,,,,1761550445.4522183,,,,,,,,,,,,
30679040.0,,,,,42479.461888503,,,,,,,,,0.049121946,,,,,,,,,,,,,,,,269615,,,,,1761550604.103778,,,,,,,,,,,,
30754816.0,,,,,42584.542085935,,,,,,,,,,,,,,,,,,,,,,,,,270282,,,,,1761550709.1987445,,,,6.5910563,,,,,,,,
30765056.0,,,,,42599.55259662,,,,,,,,,,,,,,,,,,,,,,,,,270383,,,-0.003993145,,1761550723.353748,,,,,,,,,,,,
30834688.0,,,,,42694.623764689,,,,,,,,,,,,,,,,,,,,,,,,,270984,,,,,1761550819.801416,,,,0.107370995,,,,,,,,
31092736.0,,,,0.9892732,43049.902759553,,,,,,,,,,,,,,,,,,,,,,,,,273260,,,,,1761551176.6260264,,,,,,,,,,,,
31176704.0,,,,,43164.991243131,,,,,,,,,,,,,,,,,,,,,,,,,274001,,,-0.030290384,,1761551292.6329427,,,,,,,,,,,,
31184896.0,,,,,43180.000833237,,,,,,,,,0.0035866387,,,,,,,,,,,,,,,,274061,,,,,1761551303.9750757,,,,,,,,,,,,
31236096.0,,,,,43250.053723024,,,,,,,,,,,,,,,,,,,,,,,,,274512,,,,,1761551374.6214066,,,,0.27308807,,,,,,,,
31299584.0,,,,,43335.123905177,,,,,,,,,,,,,,,,,,,,,,,,,275079,,,,,1761551462.3888235,,,,,,0.0003,,,,,,
31326208.0,,,,,43375.152266766,,,,,,,,,,,,,,,,,,,,,,,,,275315,,,-0.011998343,,1761551499.1067622,,,,,,,,,,,,
31348736.0,,,,,43405.175942786,,,,,,1000.0,,,,,,,,,,,,,,,,,,,275503,,,,,1761551530.3326647,,,,,,,,,,,,
31361024.0,,,,,43420.18924703,,,,,0.5453125,,,,,,,,,,,,,,,,,,,,275615,,,,,1761551547.3020115,,,,,,,,,,,,
31707136.0,,,,,43900.561316628,,,,,,,,0.2,,,,,,,,,,,,,,,,,278658,,,,,1761552025.1989317,,,,,,,,,,,,
31752192.0,,,,,43960.608387993,,,,,,,,0.2,,,,,,,,,,,,,,,,,279054,,,,,1761552087.8442864,,,,,,,,,,,,
31772672.0,,,,,43990.631432408,,,,,,,,,0.022397613,,,,,,,,,,,,,,,,279227,,,,,1761552115.9689813,,,,,,,,,,,,
31819776.0,,,,,44055.685364107,,,,,,,,,,,,,,,,,,,-0.030957352,,,,,,279652,,,,,1761552181.1035028,,,,,,,,,,,,
31916032.0,,,,,44185.785664429,,,,,,,,,,63575.945,,,,,,,,,,,,,,,280490,,,,,1761552314.0027735,,,,,,,,,,,,
