parameters/log_std,parameters/mlp_extractor.value_net.2.bias,robot/x_position,gradients/mlp_extractor.policy_net.0.weight,gradients/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,parameters/mlp_extractor.value_net.0.weight,train/std,gradients/action_net.weight,_step,global_step,train/entropy_loss,parameters/mlp_extractor.policy_net.2.bias,parameters/value_net.bias,curriculum/current_phase,gradients/action_net.bias,train/clip_range,train/learning_rate,train/value_loss,parameters/value_net.weight,gradients/mlp_extractor.value_net.2.bias,parameters/mlp_extractor.policy_net.2.weight,gradients/mlp_extractor.value_net.2.weight,gradients/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,_runtime,robot/height,train/clip_fraction,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,rollout/ep_rew_mean,robot/total_distance,parameters/mlp_extractor.value_net.2.weight,parameters/action_net.bias,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,time/fps,robot/velocity_ms,train/explained_variance,gradients/mlp_extractor.value_net.0.bias,train/approx_kl,rollout/ep_len_mean,_timestamp,gradients/value_net.bias,train/loss,gradients/log_std,parameters/action_net.weight,train/policy_gradient_loss
,,-0.3271899,,,,,,,196446,22353920.0,,,,,,,,,,,,,,,32102.948424888,,,,,,,,,,,,,,,,,1758589275.247071,,,,,
,,,,,,,,,197061,22423552.0,,,,,,,,,,,,,,,32203.024735564,,,,,,,,,,,696.0,,,,,,1758589376.4919846,,,,,
,,,,,,,,,198394,22575104.0,,,,,,,,,,,,,,,32418.188925165,,,,,,,,,,,,,,,0.003451276,,1758589593.9975586,,,,,
,,,,,,,,,198766,22618112.0,,,,,,,,,,,,,,,32483.232758964,,,,,,0.46618402,,,,,,,,,,,1758589656.0672238,,,,,
,,,,,,,,,199253,22673408.0,,,,,,,,,,,,,,,32563.291981509,,,,,,,,,,,,-0.018884737,,,,,1758589736.4260445,,,,,
,,,,,,,,,200033,22761472.0,,,,,,,,,,,,,,,32688.382122734,,0.010294597,,,,,,,,,,,,,,,1758589864.759064,,,,,
,,,,,,,,,200196,22779904.0,,,,,,0.15,,,,,,,,,32718.402147003,,,,,,,,,,,,,,,,,1758589891.622543,,,,,
,,,,,,,,,200332,22796288.0,,,,,,,,,,,,,,,32738.414003586,,,,,,0.13485296,,,,,,,,,,,1758589915.3185105,,,,,
,,,,,,,,,200348,22798336.0,,,,0.0,,,,,,,,,,,32743.416601373,,,,,,,,,,,,,,,,,1758589918.286816,,,,,
,,,,,,,,,200790,22847488.0,,,,,,0.15,,,,,,,,,32813.467644586,,,,,,,,,,,,,,,,,1758589989.2698197,,,,,
,,,,,,,,,201195,22894592.0,,,,,,,,,,,,,,,32883.514898055,0.06424436,,,,,,,,,,,,,,,,1758590057.561714,,,,,
,,,,,,,,,201338,22910976.0,,,,0.0,,,,,,,,,,,32908.531147929,,,,,,,,,,,,,,,,,1758590081.3962371,,,,,
,,,,,,,,,201567,22935552.0,,,,,,,0.0001,,,,,,,,32943.554390694,,,,,,,,,,,,,,,,,1758590117.1612022,,,,,
,,,,,,,,,202160,23003136.0,,,,,,,,,,,,,,,33038.626402864,,,,,,,,,,,,,0.97113633,,,,1758590214.993876,,,,,
,,0.19057438,,,,,,,202638,23058432.0,,,,,,,,,,,,,,,33118.682910872,,,,,,,,,,,,,,,,,1758590294.3065555,,,,,
,,3.7029743,,,,,,,202800,23076864.0,,,,,,,,,,,,,,,33148.706808019,,,,,,,,,,,,,,,,,1758590320.8456924,,,,,
,,,,,,,,,203228,23126016.0,,,,0.0,,,,,,,,,,,33218.755545397,,,,,,,,,,,,,,,,,1758590391.6858869,,,,,
,,,,,,,,,203559,23162880.0,,,,,,,,,,,,,,,33268.792177681,,,,,,,,,,,696.0,,,,,,1758590445.2081506,,,,,
,,,,,,,,,203653,23173120.0,-22.538822,,,,,,,,,,,,,,33283.802344056,,,,,,,,,,,,,,,,,1758590459.994214,,,,,
,,,,,,,,,203729,23181312.0,,,,,,,,,,,,,,,33298.814034587,,,,,,,,,,,,,,,,,1758590472.005075,,,,,-0.0068024504
,,,,,,,,,204050,23218176.0,,,,,,,,,,,,,,,33348.845368266,,,,,,,,,,,,,0.87324345,,,,1758590525.3973253,,,,,
,,,,,,,,,204311,23248896.0,,,,,,,,,,,,,,,33393.874534829,,,,,,,,,,,,-0.004337696,,,,,1758590569.840357,,,,,
,,,,,,,,,204317,23248896.0,,,,,,,,,,,,,,,33393.87468743,,0.0038248699,,,,,,,,,,,,,,,1758590569.840406,,,,,
,,1.0753808,,,,,,,204456,23265280.0,,,,,,,,,,,,,,,33418.892588788,,,,,,,,,,,,,,,,,1758590593.3709588,,,,,
,,,,,,,,,204469,23265280.0,,,,,,,,0.091470905,,,,,,,33418.892918448,,,,,,,,,,,,,,,,,1758590593.376666,,,,,
,,,,,,,4.1830864,,204486,23267328.0,,,,,,,,,,,,,,,33423.897545295,,,,,,,,,,,,,,,,,1758590596.307328,,,,,
,,,,,,,,,205207,23349248.0,,,,,,,,0.0013689836,,,,,,,33538.972743567,,,,,,,,,,,,,,,,,1758590715.4790952,,,,,
,,,,,,,,,205648,23400448.0,,,,,,,,,,,,,,,33614.028757698,,,,,,,,,,,,,,,0.00403938,,1758590789.8021102,,,,,
,,,,,,,,,205843,23422976.0,,,,,,,,,,,,,,,33649.050699696,,,,,,,,,,,,,,,,1000.0,1758590822.4021473,,,,,
,,,,,,,,,205865,23425024.0,,,,,,,,,,,,,,,33649.05124168,,0.0054117837,,,,,,,,,,,,,,,1758590825.3990116,,,,,
,,,,,,,,,206794,23531520.0,,,,,,,,,,,,,,,33804.166003073,,,,,,0.06119397,,,,,,,,,,,1758590979.628788,,,,,
,,,,,,,,,207065,23562240.0,,,,,,,,,,,,,,,33849.196419293,,,,,,,,,,,,0.0019564608,,,,,1758591024.0246546,,,,,
,,,,,,,,,207507,23611392.0,,,,,,,0.0001,,,,,,,,33919.251380445,,,,,,,,,,,,,,,,,1758591095.6673903,,,,,
,,,,,,,,,208311,23703552.0,,,,,,,,,,,,,,,34054.338985586,,,,,,,,,,,696.0,,,,,,1758591229.5966551,,,,,
,,,,,,,,,208577,23734272.0,,,,,,,,,,,,,,,34099.371011751,,,,,,,,,,,,-0.00063430157,,,,,1758591274.2602456,,,,,
,,,,,,,,,208617,23738368.0,,,,,,,,,,,,,,,34104.375107511,,,,,,,,,,,696.0,,,,,,1758591280.230777,,,,,
,,,,,,,,,208643,23740416.0,,,,,,,,,,,,,,,34109.379416055,,,,,,,,,,,,,,,,,1758591283.2534118,,,,,-0.0062576714
,,,,,,,,,208731,23750656.0,,,,,,,0.0001,,,,,,,,34124.388459104,,,,,,,,,,,,,,,,,1758591298.116772,,,,,
,,,,,,,,,208882,23769088.0,,,,,,,,,,,,,,,34149.406541249,,,,,,0.9176102,,,,,,,,,,,1758591324.7959204,,,,,
,,,,,,,,,209981,23894016.0,,,,,,,,,,,,,,,34329.536271045,,,,,,,,,,,,0.41043586,,,,,1758591505.7658637,,,,,
,,,,,,,,,210154,23912448.0,,,,,,,,,,,,,,,34359.557819981,,,,,,,,,,,,,,,,,1758591532.2463014,,-0.11257456,,,
,,,,,,,,,210259,23924736.0,-23.01596,,,,,,,,,,,,,,34374.569083724,,,,,,,,,,,,,,,,,1758591550.0762472,,,,,
,,,,,,,4.4165435,,210264,23924736.0,,,,,,,,,,,,,,,34374.569220767,,,,,,,,,,,,,,,,,1758591550.0805702,,,,,
,,,,,,,,,212112,24135680.0,,,,,,0.15,,,,,,,,,34679.779061789,,,,,,,,,,,,,,,,,1758591854.4992661,,,,,
,,7.3918905,,,,,,,212160,24141824.0,,,,,,,,,,,,,,,34689.786346975,,,,,,,,,,,,,,,,,1758591863.3493795,,,,,
,,,,,,,,,212400,24168448.0,,,,,,0.15,,,,,,,,,34729.813191873,,,,,,,,,,,,,,,,,1758591901.9073436,,,,,
,,0.6282997,,,,,,,212502,24180736.0,,,,,,,,,,,,,,,34744.82516793,,,,,,,,,,,,,,,,,1758591919.6695385,,,,,
,,,,,,,,,212522,24182784.0,,,,,,,,,,,,,,,34749.826477307,,,,,54251.293,,,,,,,,,,,,1758591922.6174548,,,,,
,,,,,,,,,213070,24244224.0,,,,,,,,,,,,,,,34834.888111518,,,,,,,,,,,,,,,,,1758592010.7909813,,-0.10008794,,,
,,,,,,,,,213493,24293376.0,,,,,,,,,,,,,,,34909.932072005,,,,,,,,,,,,,,,,1000.0,1758592082.0221174,,,,,
,,,,,,,,,214535,24412160.0,,,,,,,,,,,,,,,35080.060119927,,,,,,,,,,,,-1.792578e-05,,,,,1758592254.2791388,,,,,
,,,,,,,,,214869,24449024.0,,,,,,,0.0001,,,,,,,,35135.100264528,,,,,,,,,,,,,,,,,1758592307.8630533,,,,,
,,,,,,,,,215367,24506368.0,,,,,,,,,,,,,,,35215.163413472,,,,,,,,,,,696.0,,,,,,1758592390.8793108,,,,,
,,,,,,,,,215481,24518656.0,,,,,,,0.0001,,,,,,,,35235.17667885,,,,,,,,,,,,,,,,,1758592408.5261497,,,,,
,,,,,,,,,215831,24559616.0,,,,,,,,,,,,,,,35295.220795898,,,,,,,,,,,,-0.004454762,,,,,1758592468.066186,,,,,
,,,,,,,,,216739,24662016.0,-23.375456,,,,,,,,,,,,,,35440.32661933,,,,,,,,,,,,,,,,,1758592616.2416704,,,,,
,,,,,,,,,217231,24717312.0,,,,,,,,0.039123915,,,,,,,35520.38219698,,,,,,,,,,,,,,,,,1758592695.9121377,,,,,
,,,,,,,,,218080,24815616.0,,,,,,,,,,,,,,,35665.480149424,,,,,,1.0016217,,,,,,,,,,,1758592838.8641572,,,,,
,,,,,,,,,218960,24915968.0,,,,0.0,,,,,,,,,,,35810.581856138,,,,,,,,,,,,,,,,,1758592983.7822657,,,,,
,,,,,,,,,219165,24938496.0,,,,,,,,,,,,,,,35840.602099803,,,,,,,,,,,695.0,,,,,,1758593016.9155362,,,,,
,,,,,,,,,219261,24948736.0,,,,,,,0.0001,,,,,,,,35855.610695757,,,,,,,,,,,,,,,,,1758593031.8820221,,,,,
,,0.5354009,,,,,,,220764,25120768.0,,,,,,,,,,,,,,,36105.789749363,,,,,,,,,,,,,,,,,1758593281.6927636,,,,,
,,,,,,,,,221195,25169920.0,,,,,,,,,,,,,,,36180.850112128,,,,,,,,,,,,-0.0030853173,,,,,1758593353.3250704,,,,,
,,,,,,,,,221210,25171968.0,,,,0.0,,,,,,,,,,,36180.850507061,,,,,,,,,,,,,,,,,1758593356.3291333,,,,,
,,,,,,,,,221759,25233408.0,,,,,,,,,,,,,,,36270.913423617,,0.0064290366,,,,,,,,,,,,,,,1758593445.7334363,,,,,
,,,,,,,,,221917,25251840.0,,,,,,,,,,,,,,,36295.931458836,,,,,,,,,,,,,,,,1000.0,1758593472.5093625,,,,,
,,,,,,,,,222014,25262080.0,,,,,,,,,,,,,,,36310.941057191,,,,,,,,,,,,,-0.1733998,,,,1758593487.4282525,,,,,
,,,,,,,,,222028,25264128.0,,,,,,,,,,,,,,,36315.944513401,,,,,,,,,,,,,,,0.0022567413,,1758593490.4019814,,,,,
,,,,,,,,,222404,25307136.0,,,,,,,,,,,,,,,36375.9877344,,,,,916.8569,,,,,,,,,,,,1758593552.69223,,,,,
,,,,,,,,,223225,25399296.0,,,,,,,,0.021998808,,,,,,,36511.077146318,,,,,,,,,,,,,,,,,1758593685.7044883,,,,,
,,,,,,,,,223256,25403392.0,,,,,,,,,,,,,,,36516.079955274,,,,,,,,,,,,,0.86117125,,,,1758593691.6396253,,,,,
,,,,,,,,,223264,25405440.0,,,,,,,,,,,,,,,36521.083163621,,,,,,0.33072802,,,,,,,,,,,1758593694.5996761,,,,,
,,,,,,,,,223724,25456640.0,,,,,,,,,,,,,,,36596.129862925,,,,,,,,,,,,,0.8231832,,,,1758593768.7154284,,,,,
,,,,,,,,,224074,25497600.0,,,,,,,,,,,,,,,36656.173358864,,,,,,3.5228837,,,,,,,,,,,1758593828.2261055,,,,,
,,,,,,,,,224435,25538560.0,,,,,,,,,,,,,,,36711.210400279,,,,,,,,,,,,0.12838325,,,,,1758593887.2760808,,,,,
,,,,,,,,,224575,25552896.0,,,,,,,,0.0029625106,,,,,,,36731.226881166,,,,,,,,,,,,,,,,,1758593908.0018182,,,,,
,,,,,,,,,224823,25581568.0,,,,,,,0.0001,,,,,,,,36776.257319923,,,,,,,,,,,,,,,,,1758593949.6792948,,,,,
,,,,,,,,,224827,25581568.0,,,,,,,,0.0021575761,,,,,,,36776.257415477,,,,,,,,,,,,,,,,,1758593949.6821818,,,,,
,,,,,,,,,224975,25600000.0,,,,,,,,,,,,,,,36801.277856603,,,,,,,,,,,,3.6688344,,,,,1758593976.2040973,,,,,
,,,,,,,,,225741,25686016.0,,,,,,,0.0001,,,,,,,,36926.362339727,,,,,,,,,,,,,,,,,1758594100.2501607,,,,,
,,,,,,,,,226224,25741312.0,,,,,,0.15,,,,,,,,,37006.418059329,,,,,,,,,,,,,,,,,1758594180.4425871,,,,,
,,,,,,,,,226255,25745408.0,,,,,,,,,,,,,,,37011.4208969,,,,,,,,,,,,,,,,1000.0,1758594186.4103239,,,,,
,,,,,,,,,226613,25786368.0,,,,,,,,,,,,,,,37071.465473526,,,,,,,,,,,,-0.008116422,,,,,1758594245.5434384,,,,,
,,,,,,,,,226782,25804800.0,,,,,,0.15,,,,,,,,,37096.587334285,,,,,,,,,,,,,,,,,1758594272.0827785,,,,,
,,,,,,,,,228287,25976832.0,,,,,,,,,,,,,,,37346.67006993,,,,,,,,,,,,-0.09446054,,,,,1758594521.0569508,,,,,
,,,,,,,,,229681,26134528.0,-24.226192,,,,,,,,,,,,,,37576.833746676,,,,,,,,,,,,,,,,,1758594749.0712116,,,,,
,,0.24872075,,,,,,,230196,26193920.0,,,,,,,,,,,,,,,37661.891170631,,,,,,,,,,,,,,,,,1758594834.7328985,,,,,
,,,,,,,,,231390,26329088.0,,,,,,0.15,,,,,,,,,37857.036901085,,,,,,,,,,,,,,,,,1758595030.376026,,,,,
,,,,,,,,,231750,26370048.0,,,,,,0.15,,,,,,,,,37917.082291675,,,,,,,,,,,,,,,,,1758595089.6947253,,,,,
,,,,,,,,,231847,26380288.0,,,,,,,,0.012561057,,,,,,,37932.092143082,,,,,,,,,,,,,,,,,1758595104.5448694,,,,,
,,,,,,,,,231967,26394624.0,-24.364998,,,,,,,,,,,,,,37952.104859358,,,,,,,,,,,,,,,,,1758595125.2285542,,,,,
,,,,,,,,,232629,26470400.0,,,,,,,,,,,,,,,38062.18411155,,,,,,,,,,,695.0,,,,,,1758595235.1068501,,,,,
,,1.2250357,,,,,,,232752,26484736.0,,,,,,,,,,,,,,,38082.197333858,,,,,,,,,,,,,,,,,1758595255.9106843,,,,,
,,,,,,,,,233564,26576896.0,,,,,,,,,,,,,,,38217.292647629,,,,,28246.973,,,,,,,,,,,,1758595389.3610115,,,,,
,,,,,,,,,233819,26605568.0,,,,,,,,,,,,,,,38257.31979284,,0.0032145183,,,,,,,,,,,,,,,1758595430.8786123,,,,,
,,,,,,,,,234525,26685440.0,,,,,,,0.0001,,,,,,,,38372.402980932,,,,,,,,,,,,,,,,,1758595546.6332488,,,,,
,,,,,,,,,234939,26732544.0,,,,,,,0.0001,,,,,,,,38442.452360794,,,,,,,,,,,,,,,,,1758595614.8250387,,,,,
,,,,,,,,,235368,26781696.0,,,,,,0.15,,,,,,,,,38512.505313282,,,,,,,,,,,,,,,,,1758595685.8397682,,,,,
,,,,,,,,,235427,26787840.0,,,,,,,,,,,,,,,38522.513025119,,,,,,,,,,,,,,,,,1758595694.802546,,,,,-0.004636601
,,,,,,,,,235651,26814464.0,,,,,,,,,,,,,,,38557.538456972,,,,,,,,,,,,,,,,1000.0,1758595733.5046146,,,,,
,,,,,,,,,235730,26822656.0,,,,,,,,,,,,,,,38572.548111556,,,,,,,,,,,,,0.37958622,,,,1758595745.3729486,,,,,
,,,,,,,,,236483,26908672.0,,,,,,,,,,,,,,,38697.637430728,,0.0013020834,,,,,,,,,,,,,,,1758595869.645924,,,,,
,,,,,,,,,236702,26933248.0,,,,,,,,,,,,,,,38732.660777239,,,,,,,,,,,,,0.91147953,,,,1758595905.2749963,,,,,
,,,,,,,5.456845,,237714,27047936.0,,,,,,,,,,,,,,,38897.779778106,,,,,,,,,,,,,,,,,1758596070.8296428,,,,,
,,,,,,,,,238636,27154432.0,,,,,,,,,,,,,,,39052.887721842,,,,,,2.5854068,,,,,,,,,,,1758596224.9694715,,,,,
,,,,,,,,,239065,27201536.0,,,,,,,,0.0073159114,,,,,,,39117.936345065,,,,,,,,,,,,,,,,,1758596293.1562471,,,,,
,,,,,,,,,239803,27285504.0,,,,,,,,0.00022408352,,,,,,,39238.029589975,,,,,,,,,,,,,,,,,1758596414.359155,,,,,
,,,,,,,,,240046,27314176.0,,,,,,,,,,,,,,,39283.061389655,,,,,,,,,,,,,,,0.0018301248,,1758596455.921583,,,,,
,,,,,,,5.6268983,,241206,27445248.0,,,,,,,,,,,,,,,39473.199911619,,,,,,,,,,,,,,,,,1758596645.9723282,,,,,
,,,,,,,,,241504,27480064.0,,,,,,,,,,,,,,,39523.237616324,,,,,,,,,,,,,,,0.0008219127,,1758596696.5131814,,,,,
,,,,,,,5.6562357,,241656,27496448.0,,,,,,,,,,,,,,,39548.252241065,,,,,,,,,,,,,,,,,1758596720.292847,,,,,
,,,,,,,5.6976047,,242268,27566080.0,,,,,,,,,,,,,,,39648.317959762,,,,,,,,,,,,,,,,,1758596821.3602252,,,,,
,,,,,,,5.7194095,,242718,27617280.0,,,,,,,,,,,,,,,39723.373077945,,,,,,,,,,,,,,,,,1758596895.4880905,,,,,
,,,,,,,,,244491,27820032.0,,,,,,,,,,,,,,,40013.592046871,,,,,,,,,,,695.0,,,,,,1758597188.3657653,,,,,
,,,,,,,,,244575,27830272.0,,,,,,,,,,,,,,,40028.601547988,0.064242356,,,,,,,,,,,,,,,,1758597203.2169285,,,,,
,,,,,,,,,245612,27947008.0,,,,,,,,,,,,,,,40198.715357616,,,,,,,,,,,,,0.72067845,,,,1758597372.2354608,,,,,
,,,,,,,,,247212,28129280.0,,,,,,0.15,,,,,,,,,40463.898221711,,,,,,,,,,,,,,,,,1758597636.124764,,,,,
,,,,,,,,,247255,28133376.0,,,,,,,,0.019251285,,,,,,,40468.901122729,,,,,,,,,,,,,,,,,1758597642.0927942,,,,,
,,,,,,,,,247334,28143616.0,,,,,,,,,,,,,,,40483.911500603,,,,,34241.637,,,,,,,,,,,,1758597656.9847558,,,,,
,,,,,,,,,248950,28327936.0,,,,,,,,,,,,,,,40749.092170992,,,,,,0.49112144,,,,,,,,,,,1758597923.4567492,,,,,
,,,,,,,,,250401,28491776.0,,,,,,,0.0001,,,,,,,,40984.261089856,,,,,,,,,,,,,,,,,1758598160.1982486,,,,,
,,,,,,,,,250971,28557312.0,,,,,,,,,,,,,,,41079.324876101,,,,,,,,,,,695.0,,,,,,1758598255.0249822,,,,,
,,,,,,,,,251493,28616704.0,,,,,,,,,,,,,,,41164.382559203,,,,,,,,,,,695.0,,,,,,1758598340.6445189,,,,,
,,,,,,,,,252389,28719104.0,,,,,,,,,,,,,,,41314.48599014,,,,,,,,,,,,-0.004952992,,,,,1758598488.4396236,,,,,
,,,,,,,,,253202,28811264.0,,,,,,,,,,,,,,,41449.574388556,,,,,7694.8467,,,,,,,,,,,,1758598621.8836017,,,,,
,,,,,,,,,253393,28831744.0,,,,,,,,0.0033135584,,,,,,,41479.593890827,,,,,,,,,,,,,,,,,1758598651.6429932,,,,,
,,,,,,,,,253621,28858368.0,-25.907866,,,,,,,,,,,,,,41514.617699722,,,,,,,,,,,,,,,,,1758598690.0127594,,,,,
,,,,,,,,,255185,29036544.0,,,,,,,,,,,,,,,41774.798507719,,0.0014648438,,,,,,,,,,,,,,,1758598948.1214986,,,,,
,,,,,,,,,260521,29642752.0,,,,,,,,0.030884879,,,,,,,42650.454962807,,,,,,,,,,,,,,,,,1758599823.403976,,,,,
,,,,,,,,,260609,29652992.0,,,,,,,,,,,,,,,42665.466021598,,,,,,,,,,,,,,,,,1758599838.2620769,,,,,-0.0042770775
,,,,,,,,,262207,29835264.0,-26.463902,,,,,,,,,,,,,,42925.653730772,,,,,,,,,,,,,,,,,1758600100.8078349,,,,,
,,,,,,,,,262223,29837312.0,,,,,,,,,,,,,,,42930.656673605,,0.005004883,,,,,,,,,,,,,,,1758600103.7805781,,,,,
,,,,,,,,,262699,29890560.0,,,,,,,,0.0037743042,,,,,,,43005.718815054,,,,,,,,,,,,,,,,,1758600180.537567,,,,,
,,0.1814857,,,,,,,263190,29947904.0,,,,,,,,,,,,,,,43090.777707645,,,,,,,,,,,,,,,,,1758600263.2504387,,,,,
,,,,,,,,,263252,29954048.0,,,,,,,,,,,,,,,43095.781147733,,,,,,,,,,,,,-2.663647,,,,1758600272.1125834,,,,,
,,,,,,,,,263708,30007296.0,,,,0.0,,,,,,,,,,,43175.841200649,,,,,,,,,,,,,,,,,1758600349.185186,,,,,
,,,,,,,,,264366,30081024.0,,,,,,0.15,,,,,,,,,43280.920097527,,,,,,,,,,,,,,,,,1758600455.2970495,,,,,
,,,,,,,,,264463,30091264.0,,,,,,,,0.0024310732,,,,,,,43295.930895883,,,,,,,,,,,,,,,,,1758600470.1410983,,,,,
,,,,,,,,,265291,30185472.0,,,,,,,,0.0007936872,,,,,,,43431.026235787,,,,,,,,,,,,,,,,,1758600606.3232443,,,,,
,,,,,,,,,265457,30205952.0,,,,,,,,,,,,,,,43461.048570089,,,,,,,,,,,,-0.008256637,,,,,1758600635.7144125,,,,,
,,,,,,,6.914953,,265632,30224384.0,,,,,,,,,,,,,,,43486.069826934,,,,,,,,,,,,,,,,,1758600662.1661212,,,,,
,,,,,,,6.948556,,266244,30294016.0,,,,,,,,,,,,,,,43586.143460128,,,,,,,,,,,,,,,,,1758600761.5406246,,,,,
,,,,,,,,,266663,30343168.0,,,,,,,,,,,,,,,43656.194314316,,,,,,,,,,,,-0.0057333773,,,,,1758600832.351813,,,,,
,,,,,,,,,266669,30343168.0,,,,,,,,,,,,,,,43656.194554298,,0.0009765625,,,,,,,,,,,,,,,1758600832.3518648,,,,,
,,,,,,,,,266699,30347264.0,,,,,,,,,,,,,,,43666.202156283,,,,,,,,,,,,0.0041275835,,,,,1758600838.2852898,,,,,
,,,,,,,,,267314,30416896.0,,,,,,,,,,,,,,,43766.270074035,,,,,-6796.1235,,,,,,,,,,,,1758600939.3693988,,,,,
,,,,,,,,,267813,30474240.0,,,,,,,,,,,,,,,43846.331286871,0.06427538,,,,,,,,,,,,,,,,1758601022.6822352,,,,,
,,,,,,,,,267963,30490624.0,,,,,,,,,,,,,,,43871.34938375,,,,,,,,,,,695.0,,,,,,1758601046.6665683,,,,,
,,,,,,,,,268049,30500864.0,,,,,,,,,,,,,,,43886.361647857,,,,,,,,,,,,0.02194124,,,,,1758601061.6893387,,,,,
,,,,,,,,,268604,30564352.0,,,,0.0,,,,,,,,,,,43981.429917418,,,,,,,,,,,,,,,,,1758601153.7841454,,,,,
,,,,,,,,,269615,30679040.0,,,,,,,,,,,,,,,44146.556390902,,,,,,,,,,,,-0.01275158,,,,,1758601318.802814,,,,,
,,-0.093810804,,,,,,,270282,30754816.0,,,,,,,,,,,,,,,44251.82451698,,,,,,,,,,,,,,,,,1758601428.4050608,,,,,
,,,,,,,,,270383,30765056.0,,,,,,,,,,,,,,,44266.800107833,,,,,,,,,,,,,,,,,1758601443.1743174,,,,,-0.004622654
,,-0.049114123,,,,,,,270984,30834688.0,,,,,,,,,,,,,,,44371.725689231,,,,,,,,,,,,,,,,,1758601544.4389973,,,,,
,,,,,,,,,273260,31092736.0,,,,,,,,,,,,,,,44742.001978981,,,,,,,,,,,,,0.95644325,,,,1758601916.2445304,,,,,
,,,,,,,,,274001,31176704.0,,,,,,,,,,,,,,,44862.090598684,,,,,,,,,,,,,,,,,1758602037.0579476,,,,,-0.0025046095
,,,,,,,,,274061,31184896.0,,,,,,,,,,,,,,,44872.09890768,,,,,,,,,,,,-0.005433661,,,,,1758602048.9722788,,,,,
,,0.058066502,,,,,,,274512,31236096.0,,,,,,,,,,,,,,,44947.152058246,,,,,,,,,,,,,,,,,1758602122.91785,,,,,
,,,,,,,,,275079,31299584.0,,,,,,,0.0001,,,,,,,,45042.223856146,,,,,,,,,,,,,,,,,1758602214.7849567,,,,,
,,,,,,,,,275315,31326208.0,,,,,,,,,,,,,,,45077.249887657,,,,,,,,,,,,,,,,,1758602253.48276,,,,,-0.0024641275
,,,,,,,,,275503,31348736.0,,,,,,,,,,,,,,,45112.27671979,,,,,,,,,,,,,,,,1000.0,1758602286.0710728,,,,,
,,,,,,,,,275615,31361024.0,,,,,,,,,,,,,,,45127.288644289,,0.0005289714,,,,,,,,,,,,,,,1758602303.9957752,,,,,
,,,,,,,,,278658,31707136.0,,,,,,0.15,,,,,,,,,45627.65947691,,,,,,,,,,,,,,,,,1758602803.7660935,,,,,
,,,,,,,,,279054,31752192.0,,,,,,0.15,,,,,,,,,45692.709719316,,,,,,,,,,,,,,,,,1758602869.264377,,,,,
,,,,,,,,,279227,31772672.0,,,,,,,,,,,,,,,45722.73229527,,,,,,,,,,,,0.00063410454,,,,,1758602898.925031,,,,,
,,,,,,,,,279652,31819776.0,,,,,,,,,,,,,,,45792.785145316,,,,,,,,,,,,,,,,,1758602967.242937,,-0.1454132,,,
,,,,,,,,,280490,31916032.0,,,,,,,,,,,,,,,45932.888790567,,,,,2664.5588,,,,,,,,,,,,1758603106.6592147,,,,,
